MAKE,MODEL,SERIES,OPTIONPACKAGE,BODYSTYLE,Wheelbase,ENGINE,GRG,DRG,VSD,LRG,YEAR
FORD,F150,XLT SUP CAB 2W,,STYLESIDE,163.0,,18 20,B,6,,2006
FORD,F150,XLT SUP CAB 4W,,STYLESIDE,145.0,,17 19,A,6,,2006
FORD,F150,XLT 2WD,,STYLESIDE,126.0,,15 17,B,6,,2006
FORD,F150,XLT 4WD,,STYLESIDE,126.0,,16 18,A,6,,2006
FORD,F150,STX SUP CAB 2W,,STYLESIDE,133.0,,16 18,B,6,,2006
FORD,F150,STX SUP CAB 4W,,STYLESIDE,133.0,,16 18,A,6,,2006
FORD,F150,LARIAT SUP CAB,2,STYLESIDE,133.0,,19 21,B,6,,2006
FORD,F150,STX 2WD,,STYLESIDE,126.0,,14 16,B,6,,2006
FORD,F150,LARIAT SUP CAB,4,STYLESIDE,145.0,,19 21,A,6,,2006
FORD,F150,XL SUP CAB 2WD,,STYLESIDE,145.0,,15 17,B,6,,2006
FORD,F150,XL SUP CAB 4WD,,STYLESIDE,163.0,,15 17,A,6,,2006
FORD,F150,XL 4WD,,STYLESIDE,126.0,,14 16,A,6,,2006
FORD,F150,XLT SUP CAB 2W,,STYLESIDE,145.0,,18 20,B,6,,2006
FORD,F150,XLT SUP CAB 4W,,STYLESIDE,133.0,,17 19,A,6,,2006
FORD,F150,FX4 SUP CAB 4W,,STYLESIDE,145.0,,19 21,A,6,,2006
FORD,F150,LARIAT SUP CAB,4,STYLESIDE,133.0,,19 21,A,6,,2006
FORD,F150,STX 4WD,,STYLESIDE,126.0,,15 17,A,6,,2006
FORD,F150,XL SUP CAB 4WD,,STYLESIDE,145.0,,15 17,A,6,,2006
FORD,F150,SUPERCAB 4WD,HARLEY EDT,STYLESIDE,145.0,,20 22,A,6,,2006
FORD,F150,XL 2WD,,STYLESIDE,145.0,,13 15,B,6,,2006
FORD,F150,XLT SUP CAB 2W,,STYLESIDE,133.0,,17 19,B,6,,2006
FORD,F250 SD,LARIAT CREW CAB,,2WD,156.0,TBO DSL,20 26,A,8,,2006
FORD,F250 SD,LARIAT CREW CAB,,2WD,172.0,,18 23,A,8,,2006
FORD,F250 SD,XL,,2WD,137.0,,14 19,A,8,,2006
FORD,F250 SD,XLT SUPER CAB,,2WD,158.0,,16 21,A,8,,2006
FORD,F250 SD,LARIAT SUPER CAB,,2WD,142.0,,17 22,A,8,,2006
FORD,F250 SD,XLT SUPER CAB,,2WD,158.0,TBO DSL,18 23,A,8,,2006
FORD,F250 SD,K RANCH CREW,CAB,2WD,172.0,TBO DSL,20 26,A,8,,2006
FORD,F250 SD,LARIAT SUPER CAB,,2WD,142.0,TBO DSL,19 25,A,8,,2006
FORD,F250 SD,XLT CREW CAB,,2WD,156.0,TBO DSL,19 25,A,8,,2006
FORD,F250 SD,XLT CREW CAB,,2WD,172.0,,17 22,A,8,,2006
FORD,F250 SD,K RANCH CREW,CAB,2WD,172.0,,19 25,A,8,,2006
FORD,F250 SD,LARIAT CREW CAB,,2WD,156.0,,18 23,A,8,,2006
FORD,F250 SD,K RANCH CREW,CAB,2WD,156.0,TBO DSL,20 26,A,8,,2006
FORD,F250 SD,XLT,,2WD,137.0,,15 21,A,8,,2006
FORD,F250 SD,XL SUPER CAB,,2WD,158.0,,15 20,A,8,,2006
FORD,F250 SD,XLT SUPER CAB,,2WD,142.0,,16 21,A,8,,2006
FORD,F250 SD,XL SUPER CAB,,2WD,158.0,TBO DSL,17 22,A,8,,2006
FORD,F250 SD,XLT CREW CAB,,2WD,172.0,TBO DSL,19 25,A,8,,2006
FORD,F250 SD,XLT SUPER CAB,,2WD,142.0,TBO DSL,18 23,A,8,,2006
FORD,F250 SD,XL CREW CAB,,2WD,172.0,,15 21,A,8,,2006
FORD,F250 SD,LARIAT CREW CAB,,2WD,172.0,TBO DSL,20 26,A,8,,2006
FORD,F250 SD,XLT CREW CAB,,2WD,156.0,,17 22,A,8,,2006
FORD,F250 SD,K RANCH CREW,CAB,2WD,156.0,,19 25,A,8,,2006
FORD,F250 SD,XL SUPER CAB,,2WD,142.0,,15 20,A,8,,2006
FORD,F250 SD,XL CREW CAB,,2WD,156.0,TBO DSL,17 22,A,8,,2006
FORD,F250 SD,XL SUPER CAB,,2WD,142.0,TBO DSL,17 22,A,8,,2006
FORD,F250 SD,LARIAT SUPER CAB,,2WD,158.0,,17 22,A,8,,2006
FORD,F250 SD,XL CREW CAB,,2WD,156.0,,15 21,A,8,,2006
FORD,F250 SD,LARIAT SUPER CAB,,2WD,158.0,TBO DSL,19 25,A,8,,2006
FORD,F250 SD,XL CREW CAB,,2WD,172.0,TBO DSL,17 22,A,8,,2006
FORD,F250 SD,XL,,4WD,137.0,TBO DSL,19 25,B,7,,2006
FORD,F250 SD,XLT CREW CAB,,4WD,172.0,TBO DSL,22 28,B,7,,2006
FORD,F250 SD,XLT,,4WD,137.0,,18 24,B,7,,2006
FORD,F250 SD,XL SUPER CAB,,4WD,142.0,,18 24,B,7,,2006
FORD,F250 SD,LARIAT CREW CAB,,4WD,156.0,TBO DSL,22 28,B,7,,2006
FORD,F250 SD,LARIAT CREW CAB,AMARILLO PKG,4WD,172.0,,22 28,B,7,,2006
FORD,F250 SD,XL SUPER CAB,,4WD,142.0,TBO DSL,20 26,B,7,,2006
FORD,F250 SD,LARIAT SUPER CAB,,4WD,158.0,,20 26,B,7,,2006
FORD,F250 SD,XLT,,4WD,137.0,TBO DSL,20 26,B,7,,2006
FORD,F250 SD,XL CREW CAB,,4WD,156.0,,19 25,B,7,,2006
FORD,F250 SD,LARIAT SUPER CAB,,4WD,158.0,TBO DSL,22 28,B,7,,2006
FORD,F250 SD,LARIAT CREW CAB,,4WD,172.0,,21 27,B,7,,2006
FORD,F250 SD,K RANCH CREW,CAB,4WD,172.0,TBO DSL,23 29,B,7,,2006
FORD,F250 SD,XL CREW CAB,,4WD,172.0,TBO DSL,20 26,B,7,,2006
FORD,F250 SD,XLT CREW CAB,,4WD,156.0,TBO DSL,22 28,B,7,,2006
FORD,F250 SD,LARIAT CREW CAB,AMARILLO PKG,4WD,156.0,,21 27,B,7,,2006
FORD,F250 SD,XLT SUPER CAB,,4WD,158.0,,19 25,B,7,,2006
FORD,F250 SD,LARIAT SUPER CAB,,4WD,142.0,,20 26,B,7,,2006
FORD,F250 SD,K RANCH CREW,CAB,4WD,156.0,TBO DSL,23 29,B,7,,2006
FORD,F250 SD,XLT SUPER CAB,,4WD,158.0,TBO DSL,21 27,B,7,,2006
FORD,F250 SD,LARIAT SUPER CAB,,4WD,142.0,TBO DSL,22 28,B,7,,2006
FORD,F250 SD,XLT CREW CAB,,4WD,172.0,,20 26,B,7,,2006
FORD,F250 SD,K RANCH CREW,CAB,4WD,172.0,,22 28,B,7,,2006
FORD,F250 SD,LARIAT CREW CAB,,4WD,156.0,,21 27,B,7,,2006
FORD,F250 SD,XL CREW CAB,,4WD,156.0,TBO DSL,20 26,B,7,,2006
FORD,F250 SD,XL,,4WD,137.0,,17 23,B,7,,2006
FORD,F250 SD,XL SUPER CAB,,4WD,158.0,,18 24,B,7,,2006
FORD,F250 SD,LARIAT CREW CAB,,4WD,172.0,TBO DSL,22 28,B,7,,2006
FORD,F250 SD,XLT SUPER CAB,,4WD,142.0,,19 25,B,7,,2006
FORD,F250 SD,XL SUPER CAB,,4WD,158.0,TBO DSL,20 26,B,7,,2006
FORD,F250 SD,XLT SUPER CAB,,4WD,142.0,TBO DSL,21 27,B,7,,2006
FORD,F250 SD,XL CREW CAB,,4WD,172.0,,19 25,B,7,,2006
FORD,F250 SD,XLT CREW CAB,,4WD,156.0,,20 26,B,7,,2006
FORD,F250 SD,K RANCH CREW,CAB,4WD,156.0,,22 28,B,7,,2006
FORD,F350 SD,CREW CAB,LARIAT,2WD,172.0,TBO DSL,23 28,C,8,,2006
FORD,F350 SD,,XLT,2WD,137.0,,18 24,C,8,,2006
FORD,F350 SD,SUPER CAB,LARIAT,2WD,158.0,TBO DSL,22 27,C,8,,2006
FORD,F350 SD,CREW CAB,XL,2WD,172.0,,18 24,C,8,,2006
FORD,F350 SD,CREW CAB,XL,2WD,156.0,TBO DSL,19 25,C,8,,2006
FORD,F350 SD,SUPER CAB,XL,2WD,142.0,,18 24,C,8,,2006
FORD,F350 SD,CREW CAB,XLT,2WD,156.0,,21 26,C,8,,2006
FORD,F350 SD,SUPER CAB,XL,2WD,142.0,TBO DSL,19 25,C,8,,2006
FORD,F350 SD,CREW CAB,XLT,2WD,172.0,,21 26,C,8,,2006
FORD,F350 SD,SUPER CAB,XLT,2WD,142.0,,19 25,C,8,,2006
FORD,F350 SD,CREW CAB,XLT,2WD,172.0,TBO DSL,22 27,C,8,,2006
FORD,F350 SD,SUPER CAB,XLT,2WD,142.0,TBO DSL,22 27,C,8,,2006
FORD,F350 SD,CREW CAB,LARIAT,2WD,172.0,,22 27,C,8,,2006
FORD,F350 SD,,XL,2WD,137.0,,17 23,C,8,,2006
FORD,F350 SD,SUPER CAB,LARIAT,2WD,142.0,,21 26,C,8,,2006
FORD,F350 SD,CREW CAB,LARIAT,2WD,156.0,,21 26,C,8,,2006
FORD,F350 SD,CREW CAB,LARIAT,2WD,156.0,TBO DSL,23 28,C,8,,2006
FORD,F350 SD,SUPER CAB,LARIAT,2WD,142.0,TBO DSL,22 27,C,8,,2006
FORD,F350 SD,,XLT,2WD,137.0,TBO DSL,19 25,C,8,,2006
FORD,F350 SD,CREW CAB,XL,2WD,156.0,,18 24,C,8,,2006
FORD,F350 SD,CREW CAB,XL,2WD,172.0,TBO DSL,21 26,C,8,,2006
FORD,F350 SD,SUPER CAB,XL,2WD,158.0,,18 24,C,8,,2006
FORD,F350 SD,SUPER CAB,XL,2WD,158.0,TBO DSL,19 25,C,8,,2006
FORD,F350 SD,CREW CAB,XLT,2WD,156.0,TBO DSL,22 27,C,8,,2006
FORD,F350 SD,SUPER CAB,XLT,2WD,158.0,,19 25,C,8,,2006
FORD,F350 SD,SUPER CAB,XLT,2WD,158.0,TBO DSL,22 27,C,8,,2006
FORD,F350 SD,,XL,2WD,137.0,TBO DSL,18 24,C,8,,2006
FORD,F350 SD,SUPER CAB,LARIAT,2WD,158.0,,21 26,C,8,,2006
FORD,F350 SD,SUPER CAB,XL,4WD,142.0,TBO DSL,21 27,A,8,,2006
FORD,F350 SD,CREW CAB,LARIAT,4WD,172.0,,22 28,A,8,,2006
FORD,F350 SD,SUPER CAB,XLT,4WD,142.0,,21 27,A,8,,2006
FORD,F350 SD,SUPER CAB,XLT,4WD,142.0,TBO DSL,22 28,A,8,,2006
FORD,F350 SD,SUPER CAB,LARIAT,4WD,142.0,,22 28,A,8,,2006
FORD,F350 SD,SUPER CAB,LARIAT,4WD,142.0,TBO DSL,23 29,A,8,,2006
FORD,F350 SD,,XL,4WD,137.0,,19 24,A,8,,2006
FORD,F350 SD,,XL,4WD,137.0,TBO DSL,20 25,A,8,,2006
FORD,F350 SD,CREW CAB,XL,4WD,156.0,,20 25,A,8,,2006
FORD,F350 SD,CREW CAB,XL,4WD,172.0,TBO DSL,22 28,A,8,,2006
FORD,F350 SD,CREW CAB,XLT,4WD,156.0,TBO DSL,23 29,A,8,,2006
FORD,F350 SD,,XLT,4WD,137.0,TBO DSL,21 27,A,8,,2006
FORD,F350 SD,CREW CAB,XL,4WD,156.0,TBO DSL,22 28,A,8,,2006
FORD,F350 SD,CREW CAB,XLT,4WD,172.0,,22 28,A,8,,2006
FORD,F350 SD,SUPER CAB,XL,4WD,158.0,,19 24,A,8,,2006
FORD,F350 SD,CREW CAB,LARIAT,4WD,156.0,,22 28,A,8,,2006
FORD,F350 SD,CREW CAB,LARIAT,4WD,172.0,TBO DSL,23 29,A,8,,2006
FORD,F350 SD,SUPER CAB,XL,4WD,158.0,TBO DSL,21 27,A,8,,2006
FORD,F350 SD,CREW CAB,AMARILLO PKG,4WD,172.0,,23 29,A,8,,2006
FORD,F350 SD,SUPER CAB,XLT,4WD,158.0,,21 27,A,8,,2006
FORD,F350 SD,SUPER CAB,XLT,4WD,158.0,TBO DSL,22 28,A,8,,2006
FORD,F350 SD,SUPER CAB,LARIAT,4WD,158.0,,22 28,A,8,,2006
FORD,F350 SD,SUPER CAB,LARIAT,4WD,158.0,TBO DSL,23 29,A,8,,2006
FORD,F350 SD,,XLT,4WD,137.0,,20 25,A,8,,2006
FORD,F350 SD,CREW CAB,XL,4WD,172.0,,20 25,A,8,,2006
FORD,F350 SD,CREW CAB,AMARILLO PKG,4WD,156.0,,23 29,A,8,,2006
FORD,F350 SD,CREW CAB,XLT,4WD,156.0,,22 28,A,8,,2006
FORD,F350 SD,CREW CAB,XLT,4WD,172.0,TBO DSL,23 29,A,8,,2006
FORD,F350 SD,CREW CAB,LARIAT,4WD,156.0,TBO DSL,23 29,A,8,,2006
FORD,F350 SD,SUPER CAB,XL,4WD,142.0,,19 24,A,8,,2006
FORD,FOCUS,ZX3 S,,2D HB,,,17 15,C,5,,2006
FORD,FOCUS,ZX3 SES,,2D HB,,,18 16,C,5,,2006
FORD,FOCUS,ZX3 SE,,2D HB,,,18 16,C,5,,2006
FORD,FOCUS,ZX5 SE,,4D HB,,,17 15,D,5,,2006
FORD,FOCUS,ZX5 S,,4D HB,,,17 15,D,5,,2006
FORD,FOCUS,ZX5 SES,,4D HB,,,19 16,D,5,,2006
FORD,FOCUS,ZX4 SE,,4D SED,,,17 15,D,5,,2006
FORD,FOCUS,ZX4 S,,4D SED,,,16 14,D,5,,2006
FORD,FOCUS,ZX4 ST,,4D SED,,,19 16,D,5,,2006
FORD,FOCUS,ZX4 SES,,4D SED,,,17 15,D,5,,2006
FORD,FOCUS,ZXW SES,,S/W,,,15 14,C,5,,2006
FORD,FOCUS,ZXW SE,,S/W,,,15 14,C,5,,2006
FORD,FREESTAR,LTD,,2WD,,,17 18,D,5,,2006
FORD,FREESTAR,,,2WD,,,12 13,D,5,,2006
FORD,FREESTAR,SEL,,2WD,,,16 17,D,5,,2006
FORD,FREESTAR,SE,,2WD,,,14 15,D,5,,2006
FORD,FREESTYLE,SE,,2WD,,,15 18,B,4,,2006
FORD,FREESTYLE,SEL,,2WD,,,15 18,B,4,,2006
FORD,FREESTYLE,LTD,,2WD,,,16 19,B,4,,2006
FORD,FREESTYLE,LTD,,AWD,,,17 20,B,4,,2006
FORD,FREESTYLE,SE,,AWD,,,15 18,B,4,,2006
FORD,FREESTYLE,SEL,,AWD,,,16 19,B,4,,2006
FORD,FUSION,SE,,4D SED,,,19 17,D,6,,2006
FORD,FUSION S,,,4D SED,,,19 17,D,6,,2006
FORD,FUSION,SEL,,4D SED,,,20 18,D,6,,2006
FORD,GT,,,2D CPE,,,50 42,B,4,,2006
FORD,MUSTANG,,,2D CPE,,,21 18,C,6,,2006
FORD,MUSTANG,GT,,2D CPE,,,23 21,C,6,,2006
FORD,MUSTANG,,,2D CV,,,19 16,B,5,,2006
FORD,MUSTANG,GT,,2D CV,,,21 19,B,5,,2006
FORD,RANGER,STX SUPERCAB,,2WD,126.0,,19 15,C,7,,2006
FORD,RANGER,XLT,,2WD,118.0,,17 13,C,7,,2006
FORD,RANGER,SPORT SUPERCAB,,2WD,126.0,,19 15,C,7,,2006
FORD,RANGER,XLT SUPERCAB,,2WD,126.0,,17 13,C,7,,2006
FORD,RANGER,XLT,,2WD,112.0,,17 13,C,7,,2006
FORD,RANGER,XLT SUPERCAB,,2WD,126.0,,19 15,C,7,,2006
FORD,RANGER,XL,,2WD,118.0,,16 12,C,7,,2006
FORD,RANGER,SPORT,,2WD,112.0,,17 13,C,7,,2006
FORD,RANGER,STX,,2WD,112.0,,17 13,C,7,,2006
FORD,RANGER,XL,,2WD,112.0,,16 12,C,7,,2006
FORD,RANGER,XL SUPERCAB,,2WD,126.0,,17 13,C,7,,2006
FORD,RANGER,STX SUPERCAB,,2WD,126.0,,17 13,C,7,,2006
FORD,RANGER,XL,,4WD,112.0,,20 16,B,5,,2006
FORD,RANGER,SPORT,,4WD,112.0,,21 17,B,5,,2006
FORD,RANGER,FX4 SUPERCAB,,4WD,126.0,,23 19,B,5,,2006
FORD,RANGER,XL SUPERCAB,,4WD,126.0,,21 17,B,5,,2006
FORD,RANGER,SPORT SUPERCAB,,4WD,126.0,,22 18,B,5,,2006
FORD,RANGER,XLT,,4WD,118.0,,21 17,B,5,,2006
FORD,RANGER,XLT SUPERCAB,,4WD,126.0,,21 17,B,5,,2006
FORD,RANGER,XLT,,4WD,112.0,,20 16,B,5,,2006
FORD,RANGER,XLT SUPERCAB,,4WD,126.0,,22 18,B,5,,2006
FORD,RANGER,XL,,4WD,118.0,,20 16,B,5,,2006
FORD,TAURUS,SE,,4D SED,,,15 13,C,5,,2006
FORD,TAURUS,SEL,,4D SED,,,16 14,C,5,,2006
FREIGHTLINER,SPRINTER 2500,SUP HIGH CEILING,,2WD,158.0,TBO DSL,19 20,B,5,,2006
FREIGHTLINER,SPRINTER 2500,SUP HIGH CEILING,,2WD,118.0,TBO DSL,17 18,B,5,,2006
FREIGHTLINER,SPRINTER 2500,SUP HIGH CEILING,,2WD,140.0,TBO DSL,18 19,B,5,,2006
FREIGHTLINER,SPRINTER 2500,HIGH CEILING,,2WD,140.0,TBO DSL,17 18,B,5,,2006
FREIGHTLINER,SPRINTER 2500,SUP HIGH CEILING,,2WD,118.0,TBO DSL,18 19,B,5,,2006
FREIGHTLINER,SPRINTER 2500,HIGH CEILING,,2WD,118.0,TBO DSL,17 18,B,5,,2006
FREIGHTLINER,SPRINTER 2500,SUP HIGH CEILING,,2WD,140.0,TBO DSL,19 20,B,5,,2006
FREIGHTLINER,SPRINTER 2500,HIGH CEILING,,2WD,140.0,TBO DSL,18 19,B,5,,2006
FREIGHTLINER,SPRINTER 3500,SUP HIGH CEILING,,2WD,158.0,TBO DSL,19 22,D,6,,2006
FREIGHTLINER,SPRINTER 3500,HIGH CEILING,,2WD,140.0,TBO DSL,18 21,D,6,,2006
FREIGHTLINER,SPRINTER 3500,SUP HIGH CEILING,,2WD,140.0,TBO DSL,18 21,D,6,,2006
FREIGHTLINER,SPRINTER 3500,SUP HIGH CEILING,,2WD PASSENGERELECTRIC,140.0,TBO DSL,18 21 7 6,D C,6 5,,2006
GEM,E2,,,2,,,,,,,2006
GEM,E4,,,4 PASSENGERELECTRIC,,,9 8,C,5,,2006
GEM,E4,,,6 PASSENGERELECTRIC,,,12 12,C,5,,2006
GEM,EL,LONG,,2 PASSENGERELECTRIC,,,8 8,C,5,,2006
GEM,ES,SHORT,,2 PASSENGERELECTRIC,,,7 7,C,5,,2006
GMC,CANYON,SLE CREW CAB,Z71,2WD,126.0,,18 18,C,6,,2006
GMC,CANYON,SLE REG CAB,,2WD,111.0,,14 14,C,6,,2006
GMC,CANYON,SLE CREW CAB,,2WD,126.0,,16 16,C,6,,2006
GMC,CANYON,WT EXT CAB,,2WD,126.0,,14 14,C,6,,2006
GMC,CANYON,SL EXT CAB,,2WD,126.0,,15 15,C,6,,2006
GMC,CANYON,SLE EXT CAB,,2WD,126.0,,16 16,C,6,,2006
GMC,CANYON,WT REG CAB,,2WD,111.0,,13 13,C,6,,2006
GMC,CANYON,SL REG CAB,,2WD,111.0,,13 13,C,6,,2006
GMC,CANYON,SLE CREW CAB,,4WD,126.0,,20 18,B,5,,2006
GMC,CANYON,WT EXT CAB,,4WD,126.0,,18 16,B,5,,2006
GMC,CANYON,SL EXT CAB,,4WD,126.0,,18 16,B,5,,2006
GMC,CANYON,SLE EXT CAB,,4WD,126.0,,19 17,B,5,,2006
GMC,CANYON,WT REG CAB,,4WD,111.0,,17 15,B,5,,2006
GMC,CANYON,SL REG CAB,,4WD,111.0,,17 15,B,5,,2006
GMC,CANYON,SLE CREW CAB,Z71,4WD,126.0,,21 19,B,5,,2006
GMC,CANYON,SLE REG CAB,,4WD,111.0,,18 16,B,5,,2006
GMC,ENVOY,DENALI,,2WD 4D,,,18 20,B,5,,2006
GMC,ENVOY,SLE,,2WD 4D,,,14 16,B,5,,2006
GMC,ENVOY,SLT,,2WD 4D,,,15 17,B,5,,2006
GMC,ENVOY,SLE,,4WD 4D,,,15 17,B,5,,2006
GMC,ENVOY,SLT,,4WD 4D,,,17 19,B,5,,2006
GMC,ENVOY,DENALI,,4WD 4D,,,18 20,B,5,,2006
GMC,ENVOY XL,DENALI,,2WD 4D,,,18 21,B,6,,2006
GMC,ENVOY XL,SLE,,2WD 4D,,,14 18,B,6,,2006
GMC,ENVOY XL,SLT,,2WD 4D,,,17 20,B,6,,2006
GMC,ENVOY XL,SLE,,4WD 4D,,,15 19,B,6,,2006
GMC,ENVOY XL,SLT,,4WD 4D,,,17 20,B,6,,2006
GMC,ENVOY XL,DENALI,,4WD 4D,,,19 22,B,6,,2006
GMC,SAVANA,2500,,2WD,155.0,TBO DSL,17 18,B,6,,2006
GMC,SAVANA,3500,,2WD,135.0,,14 17,C,6,,2006
GMC,SAVANA,2500,,2WD,135.0,,16 17,B,6,,2006
GMC,SAVANA,3500,,2WD,155.0,TBO DSL,18 20,C,6,,2006
GMC,SAVANA,1500,,2WD,135.0,,14 16,B,5,,2006
GMC,SAVANA,2500,,2WD,135.0,TBO DSL,16 17,B,6,,2006
GMC,SAVANA,1500,,2WD,135.0,,15 17,B,5,,2006
GMC,SAVANA,3500,,2WD,155.0,,16 19,C,6,,2006
GMC,SAVANA,3500,,2WD,135.0,TBO DSL,16 19,C,6,,2006
GMC,SAVANA,2500,,2WD,155.0,,15 16,B,6,,2006
GMC,SAVANA,3500,,2WD,155.0,,14 17,C,6,,2006
GMC,SAVANA,3500,,2WD,135.0,,15 18,C,6,,2006
GMC,SAVANA,1500,,2WD,135.0,TBO DSL,16 19,B,5,,2006
GMC,SAVANA,2500,,2WD,135.0,,14 15,B,6,,2006
GMC,SAVANA,1500,,AWD,135.0,TBO DSL,19 21,B,5,,2006
GMC,SAVANA,1500,,AWD,135.0,,17 20,B,5,,2006
GMC,SAVANA,1500,,AWD,135.0,,16 19,B,5,,2006
GMC,SIERRA 1500 2WD,,,CREW CAB,153.0,,17 19,B,5,,2006
GMC,SIERRA 1500 2WD,SLE,,CREW CAB,153.0,,19 21,B,5,,2006
GMC,SIERRA 1500 2WD,SLT,,CREW CAB,153.0,,20 22,B,5,,2006
GMC,SIERRA 1500 2WD,WT,,EXT. CAB,143.0,,15 17,B,5,,2006
GMC,SIERRA 1500 2WD,,,EXT. CAB,143.0,,17 19,B,5,,2006
GMC,SIERRA 1500 2WD,SLE,,EXT. CAB,157.0,,18 20,B,5,,2006
GMC,SIERRA 1500 2WD,SLE HYBRID,,EXT. CAB,143.0,,19 21,B,5,,2006
GMC,SIERRA 1500 2WD,SLT,,EXT. CAB,157.0,,20 22,B,5,,2006
GMC,SIERRA 1500 2WD,SLT,,EXT. CAB,134.0,,19 21,B,5,,2006
GMC,SIERRA 1500 2WD,SLE,,EXT. CAB,143.0,,18 20,B,5,,2006
GMC,SIERRA 1500 2WD,SLT,,EXT. CAB,143.0,,20 22,B,5,,2006
GMC,SIERRA 1500 2WD,WT,,EXT. CAB,157.0,,16 18,B,5,,2006
GMC,SIERRA 1500 2WD,SLE,,EXT. CAB,134.0,,18 20,B,5,,2006
GMC,SIERRA 1500 2WD,,,EXT. CAB,157.0,,17 19,B,5,,2006
GMC,SIERRA 1500 2WD,WT,,REG CAB,133.0,,13 15,B,5,,2006
GMC,SIERRA 1500 2WD,,,REG CAB,133.0,,14 16,B,5,,2006
GMC,SIERRA 1500 2WD,WT,,REG CAB,119.0,,13 15,B,5,,2006
GMC,SIERRA 1500 2WD,,,REG CAB,119.0,,14 16,B,5,,2006
GMC,SIERRA 1500 2WD,SLE,,REG CAB,133.0,,17 19,B,5,,2006
GMC,SIERRA 1500 2WD,SLE,,REG CAB,119.0,,16 18,B,5,,2006
GMC,SIERRA 1500 4WD,SLE,,CREW CAB,153.0,,19 21,A,4,,2006
GMC,SIERRA 1500 4WD,,,CREW CAB,153.0,,17 19,A,4,,2006
GMC,SIERRA 1500 4WD,SLT,,CREW CAB,153.0,,20 22,A,4,,2006
GMC,SIERRA 1500 4WD,DENALI,,CREW CAB,143.0,,21 23,A,4,,2006
GMC,SIERRA 1500 4WD,,,EXT. CAB,157.0,,17 19,A,4,,2006
GMC,SIERRA 1500 4WD,SLE,,EXT. CAB,134.0,,17 19,A,4,,2006
GMC,SIERRA 1500 4WD,WT,,EXT. CAB,143.0,,15 17,A,4,,2006
GMC,SIERRA 1500 4WD,,,EXT. CAB,143.0,,16 18,A,4,,2006
GMC,SIERRA 1500 4WD,SLE,,EXT. CAB,157.0,,19 21,A,4,,2006
GMC,SIERRA 1500 4WD,SLE HYBRID,,EXT. CAB,143.0,,19 21,A,4,,2006
GMC,SIERRA 1500 4WD,SLT,,EXT. CAB,157.0,,20 22,A,4,,2006
GMC,SIERRA 1500 4WD,SLE,,EXT. CAB,143.0,,17 19,A,4,,2006
GMC,SIERRA 1500 4WD,SLT,,EXT. CAB,134.0,,20 22,A,4,,2006
GMC,SIERRA 1500 4WD,SLT,,EXT. CAB,143.0,,20 22,A,4,,2006
GMC,SIERRA 1500 4WD,WT,,EXT. CAB,157.0,,16 18,A,4,,2006
GMC,SIERRA 1500 4WD,SLE,,REG CAB,119.0,,16 18,A,4,,2006
GMC,SIERRA 1500 4WD,WT,,REG CAB,133.0,,14 16,A,4,,2006
GMC,SIERRA 1500 4WD,,,REG CAB,133.0,,15 17,A,4,,2006
GMC,SIERRA 1500 4WD,WT,,REG CAB,119.0,,14 16,A,4,,2006
GMC,SIERRA 1500 4WD,,,REG CAB,119.0,,15 17,A,4,,2006
GMC,SIERRA 1500 4WD,SLE,,REG CAB,133.0,,16 18,A,4,,2006
GMC,SIERRA 1500 HD 2,SLT,,CREW CAB,153.0,,21 23,B,5,,2006
GMC,SIERRA 1500 HD 2,SLE,,CREW CAB,153.0,,19 21,B,5,,2006
GMC,SIERRA 1500 HD 4,SLT,,CREW CAB,153.0,,20 22,A,4,,2006
GMC,SIERRA 1500 HD 4,SLE,,CREW CAB,153.0,,19 21,A,4,,2006
GMC,SIERRA 2500 HD 2,,,CREW CAB,167.0,DSL,19 23,B,7,,2006
GMC,SIERRA 2500 HD 2,WT,,CREW CAB,153.0,,16 20,B,7,,2006
GMC,SIERRA 2500 HD 2,SLE,,CREW CAB,153.0,DSL,19 23,B,7,,2006
GMC,SIERRA 2500 HD 2,WT,,CREW CAB,153.0,DSL,18 22,B,7,,2006
GMC,SIERRA 2500 HD 2,WT,,CREW CAB,167.0,DSL,18 22,B,7,,2006
GMC,SIERRA 2500 HD 2,SLE,BI-FUEL,CREW CAB,167.0,,20 24,B,7,,2006
GMC,SIERRA 2500 HD 2,SLT,,CREW CAB,153.0,DSL,20 24,B,7,,2006
GMC,SIERRA 2500 HD 2,,,CREW CAB,167.0,,17 21,B,7,,2006
GMC,SIERRA 2500 HD 2,,,CREW CAB,153.0,DSL,19 23,B,7,,2006
GMC,SIERRA 2500 HD 2,SLT,BI-FUEL,CREW CAB,153.0,,21 25,B,7,,2006
GMC,SIERRA 2500 HD 2,,BI-FUEL,CREW CAB,153.0,,17 21,B,7,,2006
GMC,SIERRA 2500 HD 2,SLE,,CREW CAB,167.0,,18 22,B,7,,2006
GMC,SIERRA 2500 HD 2,WT,BI-FUEL,CREW CAB,167.0,,19 23,B,7,,2006
GMC,SIERRA 2500 HD 2,SLE,BI-FUEL,CREW CAB,153.0,,20 24,B,7,,2006
GMC,SIERRA 2500 HD 2,SLT,,CREW CAB,167.0,,19 23,B,7,,2006
GMC,SIERRA 2500 HD 2,,,CREW CAB,153.0,,17 21,B,7,,2006
GMC,SIERRA 2500 HD 2,SLE,,CREW CAB,153.0,,18 22,B,7,,2006
